region,rvalue-s,pvalue-s,fdr-pvalue-s,rvalue,pvalue,fdr-pvalue
A32p_L,0.04610746568057645,0.548103807938366,0.9610773654871112,0.0591786269226044,0.44062560646486415,0.9571776199669187
A23v_L,-0.025618041134821936,0.7386947616367705,0.9610773654871112,-0.09247134073756547,0.22762709814674786,0.9251214856689762
A24cd_L,0.09501747263659546,0.21502607172292193,0.9610773654871112,0.09166859442499528,0.23170600753037238,0.9251214856689762
A23c_L,0.04419192400072851,0.5648674499909274,0.9610773654871112,0.04569275024221385,0.5517123876314117,0.9571776199669187
A32sg_L,0.0510154514748174,0.506296372516684,0.9610773654871112,0.009003768864229853,0.9066820346840146,0.9717549079866951
cLinG_L,-0.032914526216845374,0.6681863491392956,0.9610773654871112,-0.03157582322821245,0.6809288582559992,0.9571776199669187
rCunG_L,-0.06569930515242027,0.39184238143041905,0.9610773654871112,-0.10518648627063801,0.16967111777059057,0.9251214856689762
cCunG_L,-0.06771101769427756,0.3774741776974557,0.9610773654871112,-0.06764626833616172,0.3779315618854709,0.9571776199669187
rLinG_L,-0.23593717434521222,0.00183426084824794,0.2054372150037693,-0.19490011525216483,0.010405024411959845,0.5331283446170078
vmPOS_L,-0.06208997169162304,0.418431369170598,0.9610773654871112,-0.09716562717700014,0.20478875096593738,0.9251214856689762
mOccG_L,0.10220075393602525,0.182180055426637,0.9610773654871112,0.084537001699185,0.27020832967529623,0.9300403702084642
MT+_L,0.027303546062266145,0.7221866859370398,0.9610773654871112,-0.02464461283536073,0.7482838943982724,0.9571776199669187
OPC_L,0.02627736301949046,0.732222560080572,0.9610773654871112,-0.0005274299268061139,0.9945211773422036,0.997129266227248
iOccG_L,-0.029274525216838754,0.7030444999873207,0.9610773654871112,-0.06591325699453889,0.39029883326633413,0.9571776199669187
msOccG_L,0.06831021458288046,0.37325756122764475,0.9610773654871112,0.04099572990690134,0.5933705811334733,0.9571776199669187
lsOccG_L,0.057772370089222605,0.4515811140930135,0.9610773654871112,0.033714780600393485,0.6606138172544074,0.9571776199669187
Left-Thalamus-Proper,-0.07271509450693724,0.34315427425227296,0.9610773654871112,-0.10844354257181243,0.15676596086665778,0.8985659453285696
